program_id	position	AF35_gene	matched_gene	distance	pool_rank	sampling_step	master_seed
RANDOM_1265	2	CD3E	RETREG1	0.4386226366557226	55	12	20260908
RANDOM_1265	3	CD3G	SIRPB1	0.5936082214514994	67	4	20260908
RANDOM_1265	4	CD247	C19orf48	0.30428688807549464	47	7	20260908
RANDOM_1265	5	LCK	SLC45A4	0.502408474173232	184	20	20260908
RANDOM_1265	6	FYN	PIGN	0.32909706689941703	181	27	20260908
RANDOM_1265	7	ZAP70	GLTPD2	0.3178738073656631	30	13	20260908
RANDOM_1265	8	LAT	AC006254.2	0.5844562879596147	25	19	20260908
RANDOM_1265	9	LCP2	SLC5A6	0.49494712689357473	98	33	20260908
RANDOM_1265	10	TRAT1	HOXD8	0.39248507039884084	117	15	20260908
RANDOM_1265	11	NFKB1	ZFP64	0.22181859600143589	60	34	20260908
RANDOM_1265	12	REL	OXNAD1	0.31089018465662016	150	23	20260908
RANDOM_1265	13	RELA	KDM4C	0.40606408214666595	174	28	20260908
RANDOM_1265	14	NFKBIA	XRCC6	0.5240093501952601	93	18	20260908
RANDOM_1265	15	TNFAIP3	MCAM	0.3768293155660367	65	6	20260908
RANDOM_1265	16	STAT1	PON2	0.5372581609121213	27	30	20260908
RANDOM_1265	17	IRF1	AC140134.1	0.40368995758525755	39	32	20260908
RANDOM_1265	18	IFIT1	STAG3	0.30281769134846365	47	35	20260908
RANDOM_1265	19	IFIT2	NR6A1	0.36934370557445007	139	25	20260908
RANDOM_1265	20	IFIT3	MIPOL1	0.3100605414720302	93	26	20260908
RANDOM_1265	21	ISG15	PKDCC	0.5673837772772649	187	3	20260908
RANDOM_1265	22	MX1	TEAD2	0.32723605614680273	17	24	20260908
RANDOM_1265	23	OAS1	FAM162A	0.36584768205766843	37	2	20260908
RANDOM_1265	24	CXCL9	RNF157	1.1073478341558822	143	11	20260908
RANDOM_1265	25	CXCL10	SDS	1.2573253196116734	166	8	20260908
RANDOM_1265	26	IFNG	KRTAP5-6	0.3503648880550386	22	5	20260908
RANDOM_1265	27	TNF	GRM6	0.6489455401007032	122	31	20260908
RANDOM_1265	28	CCL5	SLC10A5	0.8035510242153495	124	29	20260908
RANDOM_1265	29	NKG7	ARMH1	0.43779410018267423	101	16	20260908
RANDOM_1265	30	PRF1	PCDHB13	0.3839189597259493	75	14	20260908
RANDOM_1265	31	GZMB	QPCT	0.6943879404677341	145	10	20260908
RANDOM_1265	32	PDCD1	ANOS1	0.44634189810860864	198	1	20260908
RANDOM_1265	33	LAG3	PDE6B	0.35324711273103615	41	9	20260908
RANDOM_1265	34	TIGIT	GDPD3	0.6032823580606039	159	22	20260908
RANDOM_1265	35	TOX	GRID1	0.28737031104093463	10	21	20260908
RANDOM_1266	1	CD3D	OXCT1	0.8175592833786027	79	15	20260908
RANDOM_1266	2	CD3E	ADHFE1	0.6142802909440734	178	24	20260908
RANDOM_1266	3	CD3G	GTF2H2	0.7054976277727639	134	13	20260908
RANDOM_1266	4	CD247	CD300A	0.312974602541012	58	5	20260908
RANDOM_1266	5	LCK	GIPC2	0.23762733353591872	13	30	20260908
RANDOM_1266	6	FYN	KIF2A	0.26693981507676834	87	21	20260908
RANDOM_1266	7	ZAP70	HOGA1	0.47581447102321844	144	20	20260908
RANDOM_1266	8	LAT	RAB4B	0.7441495381181988	79	28	20260908
RANDOM_1266	9	LCP2	BLNK	0.5220781505587676	123	18	20260908
RANDOM_1266	10	TRAT1	PA2G4P6	0.40826377220654786	134	27	20260908
RANDOM_1266	11	NFKB1	TRA2A	0.27305541654108284	116	17	20260908
RANDOM_1266	12	REL	WDR55	0.24116566634720824	63	9	20260908
RANDOM_1266	13	RELA	COG1	0.4092069292004459	177	10	20260908
RANDOM_1266	14	NFKBIA	DDX23	0.6034964293766669	174	4	20260908
RANDOM_1266	15	TNFAIP3	SLC16A1	0.4970076789516343	164	22	20260908
RANDOM_1266	16	STAT1	PIK3R1	0.9157919630492695	134	34	20260908
RANDOM_1266	17	IRF1	AP4M1	0.3938116627702074	33	8	20260908
RANDOM_1266	18	IFIT1	FANCE	0.23866207595660915	14	7	20260908
RANDOM_1266	19	IFIT2	CDKL1	0.2711611252889268	50	3	20260908
RANDOM_1266	20	IFIT3	SNX21	0.3555260967971686	145	19	20260908
RANDOM_1266	21	ISG15	CDCA7L	0.5070695138749265	136	29	20260908
RANDOM_1266	22	MX1	KYNU	0.578552456470444	141	1	20260908
RANDOM_1266	23	OAS1	HNF4G	0.5450631777354858	200	32	20260908
RANDOM_1266	24	CXCL9	WFDC2	0.9888024672668796	107	23	20260908
RANDOM_1266	25	CXCL10	CNDP1	1.2219884948011117	148	26	20260908
RANDOM_1266	26	IFNG	ART3	0.3042398527372157	15	33	20260908
RANDOM_1266	27	TNF	CAPN14	0.4926538196069137	32	12	20260908
RANDOM_1266	28	CCL5	RND1	0.8868421787202848	186	31	20260908
RANDOM_1266	29	NKG7	PELI2	0.34859642487190823	37	14	20260908
RANDOM_1266	30	PRF1	PCDHGB4	0.36156807223097787	59	35	20260908
RANDOM_1266	31	GZMB	ZNF385D	0.7267536015125525	160	6	20260908
RANDOM_1266	32	PDCD1	STK31	0.22288981932334836	18	11	20260908
RANDOM_1266	33	LAG3	STX1B	0.44317039363773136	122	16	20260908
RANDOM_1266	34	TIGIT	VSIG2	0.29534408040042986	12	2	20260908
RANDOM_1266	35	TOX	ADAMTS16	0.6647615133899927	99	25	20260908
RANDOM_1267	1	CD3D	FABP5	0.7169273830254389	49	31	20260908
RANDOM_1267	2	CD3E	THPO	0.634704924469289	195	16	20260908
RANDOM_1267	3	CD3G	STUM	0.742665243729637	157	10	20260908
RANDOM_1267	4	CD247	NFAM1	0.40656159206094444	148	5	20260908
RANDOM_1267	5	LCK	MNS1	0.5028440480718052	185	6	20260908
RANDOM_1267	6	FYN	KMT5A	0.23623718770113195	58	8	20260908
RANDOM_1267	7	ZAP70	SPECC1	0.4289927231062642	98	35	20260908
RANDOM_1267	8	LAT	AL021920.2	0.7244233383925787	69	4	20260908
RANDOM_1267	9	LCP2	SLC12A2	0.40027906008100006	43	28	20260908
RANDOM_1267	10	TRAT1	SH3GL1P2	0.45145334629003736	197	29	20260908
RANDOM_1267	11	NFKB1	HARS	0.17197711694513454	22	18	20260908
RANDOM_1267	12	REL	REXO4	0.31948472469602224	166	12	20260908
RANDOM_1267	13	RELA	USO1	0.26465731801494385	32	22	20260908
RANDOM_1267	14	NFKBIA	GPX1	0.6135156558721292	189	14	20260908
RANDOM_1267	15	TNFAIP3	RBMS1	0.45946432520651803	132	13	20260908
RANDOM_1267	16	STAT1	MTSS2	0.8935122134017439	127	27	20260908
RANDOM_1267	17	IRF1	FAM76B	0.4188566964640983	50	1	20260908
RANDOM_1267	18	IFIT1	C19orf48	0.3495114780892117	77	2	20260908
RANDOM_1267	19	IFIT2	RHBDF1	0.4084517053172443	192	30	20260908
RANDOM_1267	20	IFIT3	SMIM29	0.3460740616547573	135	26	20260908
RANDOM_1267	21	ISG15	KCTD17	0.4545330746773632	86	34	20260908
RANDOM_1267	22	MX1	PCOLCE	0.5775578553143484	139	3	20260908
RANDOM_1267	23	OAS1	WWTR1	0.33069804067977193	29	33	20260908
RANDOM_1267	24	CXCL9	PROM1	1.0796991967373986	132	9	20260908
RANDOM_1267	25	CXCL10	SPINT2	1.0355058367442695	71	19	20260908
RANDOM_1267	26	IFNG	TTC23L	0.5370285542506126	142	24	20260908
RANDOM_1267	27	TNF	SLC9C1	0.6903865597291841	163	15	20260908
RANDOM_1267	28	CCL5	TNFRSF11A	0.6240648118511521	50	11	20260908
RANDOM_1267	29	NKG7	WNT5B	0.48549044625724697	135	17	20260908
RANDOM_1267	30	PRF1	CDHR3	0.47269329382420927	181	20	20260908
RANDOM_1267	31	GZMB	STC1	0.7531021015447711	186	7	20260908
RANDOM_1267	32	PDCD1	PKNOX2	0.13753566607074336	4	23	20260908
RANDOM_1267	33	LAG3	ARHGAP44	0.29607265282023165	17	32	20260908
RANDOM_1267	34	TIGIT	GPX8	0.5855589120977216	147	21	20260908
RANDOM_1267	35	TOX	CSMD2	0.6468563326848632	88	25	20260908
RANDOM_1268	1	CD3D	RAD54L	0.7153874016158364	48	2	20260908
RANDOM_1268	2	CD3E	KMO	0.4374396231040505	54	34	20260908
RANDOM_1268	3	CD3G	CD86	0.4789391859301367	23	21	20260908
RANDOM_1268	4	CD247	CCDC149	0.3752509940254187	115	12	20260908
RANDOM_1268	5	LCK	ADRB2	0.4536072092487478	126	31	20260908
RANDOM_1268	6	FYN	SERPINB1	0.29037746049084767	119	16	20260908
RANDOM_1268	7	ZAP70	C11orf96	0.452478983196729	129	5	20260908
RANDOM_1268	8	LAT	ZNF747	0.7726778870285123	92	24	20260908
RANDOM_1268	9	LCP2	ANKRD36C	0.44065185188692346	65	4	20260908
RANDOM_1268	10	TRAT1	DDTL	0.3326752807181758	64	1	20260908
RANDOM_1268	11	NFKB1	OSBPL2	0.3005790722135184	166	17	20260908
RANDOM_1268	12	REL	ANKRD13C	0.2095804720843403	37	15	20260908
RANDOM_1268	13	RELA	ERCC6	0.31445820541912173	67	9	20260908
RANDOM_1268	14	NFKBIA	XRCC5	0.5612101883821982	124	19	20260908
RANDOM_1268	15	TNFAIP3	DHRS1	0.3749254123733225	64	25	20260908
RANDOM_1268	16	STAT1	GALT	0.9763954919780254	173	13	20260908
RANDOM_1268	17	IRF1	GLRX3	0.568610832110182	170	18	20260908
RANDOM_1268	18	IFIT1	PIK3CG	0.16149370503562227	5	32	20260908
RANDOM_1268	19	IFIT2	ZNF433	0.32031739566417994	75	28	20260908
RANDOM_1268	20	IFIT3	CFAP69	0.39080516360678424	200	8	20260908
RANDOM_1268	21	ISG15	SPDYE6	0.34031315558154085	27	7	20260908
RANDOM_1268	22	MX1	LRRC45	0.6278218859048549	187	3	20260908
RANDOM_1268	23	OAS1	MOCOS	0.48670304488901117	127	14	20260908
RANDOM_1268	24	CXCL9	UBE2C	1.0755518144516547	129	26	20260908
RANDOM_1268	25	CXCL10	KLF5	0.69028525799169	13	23	20260908
RANDOM_1268	26	IFNG	CYP4F10P	0.46015657135000965	65	35	20260908
RANDOM_1268	27	TNF	SNPH	0.6692039128780326	138	30	20260908
RANDOM_1268	28	CCL5	TRAC	0.5574252673369083	27	33	20260908
RANDOM_1268	29	NKG7	ZNF257	0.4611531531711835	114	11	20260908
RANDOM_1268	30	PRF1	SHCBP1	0.42472553760790754	120	27	20260908
RANDOM_1268	31	GZMB	ZNF714	0.6491841207287394	117	29	20260908
RANDOM_1268	32	PDCD1	NTF3	0.3946585419089333	128	22	20260908
RANDOM_1268	33	LAG3	PTGER4	0.4693139431224435	144	10	20260908
RANDOM_1268	34	TIGIT	HSPB6	0.5066559446906518	81	20	20260908
RANDOM_1268	35	TOX	SPTA1	0.7401966989563263	149	6	20260908
RANDOM_1269	1	CD3D	PLAAT4	0.7340657802548809	53	8	20260908
RANDOM_1269	2	CD3E	CREB5	0.5034963895346307	95	35	20260908
RANDOM_1269	3	CD3G	FTOP1	0.5561185965075306	56	12	20260908
RANDOM_1269	4	CD247	STX1A	0.21767274420869936	15	3	20260908
RANDOM_1269	5	LCK	PCDHGB2	0.2089723010955764	8	7	20260908
RANDOM_1269	6	FYN	TFDP2	0.26690373909280923	86	17	20260908
RANDOM_1269	7	ZAP70	TRIM15	0.49064211632901794	158	11	20260908
RANDOM_1269	8	LAT	AL160269.1	0.7393746029178444	75	29	20260908
RANDOM_1269	9	LCP2	FBXO31	0.32790656967535164	26	26	20260908
RANDOM_1269	10	TRAT1	EIF4EP1	0.32042353845168964	58	18	20260908
RANDOM_1269	11	NFKB1	MTMR14	0.15652104650705284	16	6	20260908
RANDOM_1269	12	REL	TUBGCP4	0.30162531221435235	143	1	20260908
RANDOM_1269	13	RELA	NXF1	0.32057577273687776	73	15	20260908
RANDOM_1269	14	NFKBIA	MDM4	0.49998975020816483	81	10	20260908
RANDOM_1269	15	TNFAIP3	MID1	0.5121436096459612	180	33	20260908
RANDOM_1269	16	STAT1	HSPD1	0.9565516535286939	160	4	20260908
RANDOM_1269	17	IRF1	KIF2A	0.5611151000415324	157	34	20260908
RANDOM_1269	18	IFIT1	IKZF1	0.23757705866090786	12	5	20260908
RANDOM_1269	19	IFIT2	INPP5F	0.3415248893690067	97	19	20260908
RANDOM_1269	20	IFIT3	TMEM53	0.36034638397437624	152	32	20260908
RANDOM_1269	21	ISG15	TTYH2	0.5444790545070298	170	28	20260908
RANDOM_1269	22	MX1	UNC13D	0.4871038043702968	68	14	20260908
RANDOM_1269	23	OAS1	TUBB6	0.46180986916427114	102	20	20260908
RANDOM_1269	24	CXCL9	MFAP2	1.090847834447166	138	31	20260908
RANDOM_1269	25	CXCL10	AXIN2	0.895472490700025	32	30	20260908
RANDOM_1269	26	IFNG	OR2B11	0.5301935793257019	131	21	20260908
RANDOM_1269	27	TNF	RUFY4	0.7033828666369567	174	27	20260908
RANDOM_1269	28	CCL5	RAB34	0.5746395549115572	32	22	20260908
RANDOM_1269	29	NKG7	GSPT2	0.5188640184284149	162	23	20260908
RANDOM_1269	30	PRF1	POU5F1	0.3679572398529568	62	16	20260908
RANDOM_1269	31	GZMB	ATP13A4	0.2818856493862733	5	2	20260908
RANDOM_1269	32	PDCD1	SLC6A20	0.39195413127475864	125	9	20260908
RANDOM_1269	33	LAG3	ATP1B2	0.43387368306609886	115	13	20260908
RANDOM_1269	34	TIGIT	TCAF2	0.6269191715038949	184	25	20260908
RANDOM_1269	35	TOX	ASXL3	0.40860986265626786	25	24	20260908
RANDOM_1270	1	CD3D	AK4	0.7016743055528382	41	7	20260908
RANDOM_1270	2	CD3E	GYG2	0.5923711432669115	152	9	20260908
RANDOM_1270	3	CD3G	AGAP7P	0.34482869458997506	7	5	20260908
RANDOM_1270	4	CD247	GPAT3	0.3384747810119838	80	4	20260908
RANDOM_1270	5	LCK	BTG2	0.4988942235105714	178	20	20260908
RANDOM_1270	6	FYN	ANAPC11	0.077840145195389	1	8	20260908
RANDOM_1270	7	ZAP70	MAPK8IP1	0.45782811019622366	133	18	20260908
RANDOM_1270	8	LAT	JMJD7	0.6794288727696239	46	30	20260908
RANDOM_1270	9	LCP2	MID1	0.32155023719088005	23	21	20260908
RANDOM_1270	10	TRAT1	AC140479.2	0.3604503167460623	90	26	20260908
RANDOM_1270	11	NFKB1	DELE1	0.26354743671040054	107	13	20260908
RANDOM_1270	12	REL	SFMBT1	0.23123812025066745	49	32	20260908
RANDOM_1270	13	RELA	USP4	0.41883683442080205	190	29	20260908
RANDOM_1270	14	NFKBIA	CALM3	0.46452258280276076	54	33	20260908
RANDOM_1270	15	TNFAIP3	RFTN1	0.399003516385121	83	31	20260908
RANDOM_1270	16	STAT1	GRHPR	0.5233015765118528	23	15	20260908
RANDOM_1270	17	IRF1	SMYD3	0.4040757557274646	42	24	20260908
RANDOM_1270	18	IFIT1	ZNF568	0.42415796931960165	142	22	20260908
RANDOM_1270	19	IFIT2	GRHL1	0.40669202261795206	190	11	20260908
RANDOM_1270	20	IFIT3	SPAG1	0.3496738612323069	139	23	20260908
RANDOM_1270	21	ISG15	ZNF43	0.36735651412696724	35	16	20260908
RANDOM_1270	22	MX1	IL1RAP	0.6095328093136406	166	35	20260908
RANDOM_1270	23	OAS1	GCH1	0.4868022110826367	128	6	20260908
RANDOM_1270	24	CXCL9	LIF	0.9872924332198344	106	17	20260908
RANDOM_1270	25	CXCL10	TIMD4	1.1232156405783371	95	34	20260908
RANDOM_1270	26	IFNG	CLEC4E	0.47779204760383	83	12	20260908
RANDOM_1270	27	TNF	EFCC1	0.619213229169192	95	27	20260908
RANDOM_1270	28	CCL5	CRIP3	0.721078326765931	81	3	20260908
RANDOM_1270	29	NKG7	EDNRA	0.43316588647447474	93	19	20260908
RANDOM_1270	30	PRF1	TLCD3A	0.328939055607943	43	2	20260908
RANDOM_1270	31	GZMB	GJA5	0.4711689703573016	33	10	20260908
RANDOM_1270	32	PDCD1	FANCB	0.44323645338012524	190	28	20260908
RANDOM_1270	33	LAG3	C3AR1	0.33331521498164735	29	14	20260908
RANDOM_1270	34	TIGIT	CCL8	0.3760801720936513	26	1	20260908
RANDOM_1270	35	TOX	ANKRD65	0.6086233316309617	77	25	20260908
RANDOM_1271	1	CD3D	TSPAN13	1.006419591208824	179	14	20260908
RANDOM_1271	2	CD3E	STEAP1	0.5544287818736451	127	35	20260908
RANDOM_1271	3	CD3G	SIRPG	0.6223135412772091	78	7	20260908
RANDOM_1271	4	CD247	REXO5	0.3597657091846896	109	27	20260908
RANDOM_1271	5	LCK	ARHGEF39	0.28044831982308316	23	4	20260908
RANDOM_1271	6	FYN	ACOX3	0.23299147600978717	51	12	20260908
RANDOM_1271	7	ZAP70	BNC2	0.47404882055416886	142	11	20260908
RANDOM_1271	8	LAT	TMEM212	0.8090947555439104	107	23	20260908
RANDOM_1271	9	LCP2	SGK1	0.5523050513357027	158	29	20260908
RANDOM_1271	10	TRAT1	SUMO4	0.4295842218679234	165	26	20260908
RANDOM_1271	11	NFKB1	TMEM39A	0.2517942271690558	92	19	20260908
RANDOM_1271	12	REL	USP12	0.23160974814725754	50	34	20260908
RANDOM_1271	13	RELA	PHF14	0.31273648801829984	64	22	20260908
RANDOM_1271	14	NFKBIA	TMBIM1	0.6087521228614375	179	3	20260908
RANDOM_1271	15	TNFAIP3	CAMSAP2	0.5127031023888474	183	8	20260908
RANDOM_1271	16	STAT1	PGK1	0.47784542990473466	17	28	20260908
RANDOM_1271	17	IRF1	MPZL1	0.5289391342017452	125	15	20260908
RANDOM_1271	18	IFIT1	APBA1	0.455361881146891	179	2	20260908
RANDOM_1271	19	IFIT2	KMT5C	0.3289663637256721	84	9	20260908
RANDOM_1271	20	IFIT3	EFCAB13	0.28146387826619407	67	17	20260908
RANDOM_1271	21	ISG15	CREB5	0.4328539492426143	72	6	20260908
RANDOM_1271	22	MX1	SLC23A1	0.5111559842736697	86	25	20260908
RANDOM_1271	23	OAS1	DCAF13	0.3307739059836858	30	20	20260908
RANDOM_1271	24	CXCL9	EGLN3	0.7075878634948086	35	18	20260908
RANDOM_1271	25	CXCL10	CDC6	1.2947791469243959	197	31	20260908
RANDOM_1271	26	IFNG	ZNF578	0.5457951733950681	150	5	20260908
RANDOM_1271	27	TNF	BRINP1	0.48725250144798593	29	32	20260908
RANDOM_1271	28	CCL5	PDGFRA	0.6052445930533962	39	30	20260908
RANDOM_1271	29	NKG7	MCTP2	0.5056827120981017	146	13	20260908
RANDOM_1271	30	PRF1	LHFPL2	0.2520226459264155	15	1	20260908
RANDOM_1271	31	GZMB	DMC1	0.4689851481147351	32	33	20260908
RANDOM_1271	32	PDCD1	LRRC49	0.4382778498780196	183	16	20260908
RANDOM_1271	33	LAG3	SIGLEC9	0.5114614422811036	190	21	20260908
RANDOM_1271	34	TIGIT	GPR143	0.6048048233938884	160	10	20260908
RANDOM_1271	35	TOX	NLRP6	0.7983720980441896	195	24	20260908
RANDOM_1272	1	CD3D	GOLT1A	0.7884082440560931	67	21	20260908
RANDOM_1272	2	CD3E	CHEK1	0.33429549859774693	22	18	20260908
RANDOM_1272	3	CD3G	CTLA4	0.6595740656366406	102	32	20260908
RANDOM_1272	4	CD247	IL1RL2	0.4342980799161249	188	33	20260908
RANDOM_1272	5	LCK	ITPKA	0.3300904255993336	40	2	20260908
RANDOM_1272	6	FYN	WDR3	0.17513866247372156	19	4	20260908
RANDOM_1272	7	ZAP70	PRR26	0.5143216293172527	185	1	20260908
RANDOM_1272	8	LAT	AF228730.5	0.8929583425039374	164	16	20260908
RANDOM_1272	9	LCP2	MMP14	0.4101832376732747	52	15	20260908
RANDOM_1272	10	TRAT1	AL590617.1	0.2623638813564436	23	23	20260908
RANDOM_1272	11	NFKB1	DPF2	0.19494327036023493	38	26	20260908
RANDOM_1272	12	REL	KLHL20	0.23473653952862816	53	11	20260908
RANDOM_1272	13	RELA	VAC14	0.4116978715925303	179	6	20260908
RANDOM_1272	14	NFKBIA	CCT3	0.6204091335981193	194	8	20260908
RANDOM_1272	15	TNFAIP3	GIT1	0.5202514751855633	191	31	20260908
RANDOM_1272	16	STAT1	FAM20A	0.8845391385116401	122	27	20260908
RANDOM_1272	17	IRF1	SLC25A20	0.4504314994599745	67	24	20260908
RANDOM_1272	18	IFIT1	CACNB3	0.35190873937138706	81	28	20260908
RANDOM_1272	19	IFIT2	ERG	0.31915549567570367	74	7	20260908
RANDOM_1272	20	IFIT3	SMIM29	0.3460740616547573	135	14	20260908
RANDOM_1272	21	ISG15	TPRG1	0.5715659737306723	191	29	20260908
RANDOM_1272	22	MX1	SESN3	0.6315712572608353	192	35	20260908
RANDOM_1272	23	OAS1	RBMS1	0.4038198688866785	54	13	20260908
RANDOM_1272	24	CXCL9	TMEM45B	1.087614779452189	135	9	20260908
RANDOM_1272	25	CXCL10	HIST1H1A	0.3422354229112583	2	30	20260908
RANDOM_1272	26	IFNG	ERICH2	0.48593295821711524	89	17	20260908
RANDOM_1272	27	TNF	TTLL9	0.6092560946940515	84	25	20260908
RANDOM_1272	28	CCL5	EMP3	0.8454966835710248	153	22	20260908
RANDOM_1272	29	NKG7	RUNDC3B	0.4980077235938749	142	10	20260908
RANDOM_1272	30	PRF1	CD300A	0.3875061020744944	77	34	20260908
RANDOM_1272	31	GZMB	ZIM2	0.7469390599081716	180	5	20260908
RANDOM_1272	32	PDCD1	TMPRSS13	0.33975194006442	73	3	20260908
RANDOM_1272	33	LAG3	SALL2	0.42237520387755595	100	20	20260908
RANDOM_1272	34	TIGIT	NEK10	0.5155575502442203	89	12	20260908
RANDOM_1272	35	TOX	IGHD	0.7317056869205694	141	19	20260908
RANDOM_1273	1	CD3D	AKR1B1	0.8855481200012525	113	33	20260908
RANDOM_1273	2	CD3E	SAMSN1	0.5583561704687302	130	28	20260908
RANDOM_1273	3	CD3G	CD27	0.6960149436885185	125	34	20260908
RANDOM_1273	4	CD247	TRAIP	0.25507599096277883	29	23	20260908
RANDOM_1273	5	LCK	CD6	0.4379318152203781	114	18	20260908
RANDOM_1273	6	FYN	SIVA1	0.22873403130498732	43	21	20260908
RANDOM_1273	7	ZAP70	FGD3	0.435957657774383	105	6	20260908
RANDOM_1273	8	LAT	GTF2IP9	0.7248799673614819	70	4	20260908
RANDOM_1273	9	LCP2	NSMF	0.4039836192414009	47	13	20260908
RANDOM_1273	10	TRAT1	PDCL3P5	0.4262009592048516	160	1	20260908
RANDOM_1273	11	NFKB1	ZNF460	0.29739182169520434	158	17	20260908
RANDOM_1273	12	REL	DHX57	0.290414732607768	124	32	20260908
RANDOM_1273	13	RELA	GGA1	0.3493900658682589	98	19	20260908
RANDOM_1273	14	NFKBIA	ZNF207	0.4016717432104011	19	8	20260908
RANDOM_1273	15	TNFAIP3	MCAM	0.3768293155660367	65	22	20260908
RANDOM_1273	16	STAT1	SLC25A13	0.7196284057303632	65	29	20260908
RANDOM_1273	17	IRF1	EBAG9	0.4002107708622376	37	35	20260908
RANDOM_1273	18	IFIT1	DEF6	0.29181600846547706	43	20	20260908
RANDOM_1273	19	IFIT2	ABHD11	0.38519732925154354	156	5	20260908
RANDOM_1273	20	IFIT3	TMEM255B	0.1793341266744807	19	9	20260908
RANDOM_1273	21	ISG15	ZNF468	0.4131568729392665	60	24	20260908
RANDOM_1273	22	MX1	NQO2	0.6284763231835488	189	10	20260908
RANDOM_1273	23	OAS1	DHRS1	0.4503713842336645	95	31	20260908
RANDOM_1273	24	CXCL9	ENO2	0.6972943830851424	33	12	20260908
RANDOM_1273	25	CXCL10	LGI4	1.1979318620818704	134	11	20260908
RANDOM_1273	26	IFNG	CHI3L2	0.4011102918536236	37	14	20260908
RANDOM_1273	27	TNF	ADAMTS15	0.7011307009518942	172	7	20260908
RANDOM_1273	28	CCL5	PLK1	0.6035534624012074	38	15	20260908
RANDOM_1273	29	NKG7	PDE1A	0.46866994065042744	120	2	20260908
RANDOM_1273	30	PRF1	ORAI2	0.35269149641813696	56	27	20260908
RANDOM_1273	31	GZMB	PAK3	0.42901052138381585	20	25	20260908
RANDOM_1273	32	PDCD1	ENPP5	0.3184362783985931	59	16	20260908
RANDOM_1273	33	LAG3	CD22	0.5092775569480992	187	3	20260908
RANDOM_1273	34	TIGIT	RNASE6	0.5801766166839416	139	30	20260908
RANDOM_1273	35	TOX	BTNL9	0.6092875796798358	79	26	20260908
RANDOM_1274	1	CD3D	NPIPA5	0.7533465130366837	57	17	20260908
RANDOM_1274	2	CD3E	TNFRSF11A	0.5478005963059646	118	10	20260908
RANDOM_1274	3	CD3G	PBK	0.7616994424353788	178	23	20260908
RANDOM_1274	4	CD247	DGKG	0.312542699235374	57	5	20260908
RANDOM_1274	5	LCK	KLF4	0.47334859264074924	148	31	20260908
RANDOM_1274	6	FYN	UCK1	0.24197827729822974	63	12	20260908
RANDOM_1274	7	ZAP70	BTG2	0.2388322142207237	5	20	20260908
RANDOM_1274	8	LAT	HIST2H4B	0.43259740547549463	7	15	20260908
RANDOM_1274	9	LCP2	FAM102A	0.5419910021958263	142	29	20260908
RANDOM_1274	10	TRAT1	PA2G4P6	0.40826377220654786	134	26	20260908
RANDOM_1274	11	NFKB1	HERC4	0.30746128770158665	187	2	20260908
RANDOM_1274	12	REL	UBE2J2	0.3010318759488705	141	9	20260908
RANDOM_1274	13	RELA	CTDSP1	0.3692367708672433	124	4	20260908
RANDOM_1274	14	NFKBIA	LTBR	0.3873927009762603	17	6	20260908
RANDOM_1274	15	TNFAIP3	NAPRT	0.5143132267856844	184	34	20260908
RANDOM_1274	16	STAT1	BSG	0.991549923942724	191	35	20260908
RANDOM_1274	17	IRF1	AL669831.1	0.5059254572036844	103	13	20260908
RANDOM_1274	18	IFIT1	CRACR2A	0.4379011742471314	157	18	20260908
RANDOM_1274	19	IFIT2	C20orf27	0.3482249984531583	105	21	20260908
RANDOM_1274	20	IFIT3	FAM13C	0.0967483890135254	5	30	20260908
RANDOM_1274	21	ISG15	ZNF43	0.36735651412696724	35	3	20260908
RANDOM_1274	22	MX1	TBC1D3L	0.6365816541881094	197	25	20260908
RANDOM_1274	23	OAS1	RASGEF1B	0.4271694401157135	73	14	20260908
RANDOM_1274	24	CXCL9	PLPP2	0.4471414993243741	6	19	20260908
RANDOM_1274	25	CXCL10	ZNF676	1.2938864666486027	195	7	20260908
RANDOM_1274	26	IFNG	AC090114.1	0.5289020439642995	129	22	20260908
RANDOM_1274	27	TNF	FRMPD3	0.6336949989199581	108	16	20260908
RANDOM_1274	28	CCL5	SPINT2	0.5622775181612325	29	24	20260908
RANDOM_1274	29	NKG7	FPR3	0.4507859237515826	108	11	20260908
RANDOM_1274	30	PRF1	TAGAP	0.18898171405159642	2	28	20260908
RANDOM_1274	31	GZMB	TM6SF2	0.6418035210401299	111	27	20260908
RANDOM_1274	32	PDCD1	MGAT3	0.4041678768894505	144	1	20260908
RANDOM_1274	33	LAG3	EME1	0.3148406418944146	22	32	20260908
RANDOM_1274	34	TIGIT	KIT	0.3336274783366039	17	33	20260908
RANDOM_1274	35	TOX	HSH2D	0.7539393633937161	166	8	20260908
RANDOM_1275	1	CD3D	TCEAL9	0.6813602696297375	37	13	20260908
RANDOM_1275	2	CD3E	NCF1B	0.3631601437194435	28	25	20260908
RANDOM_1275	3	CD3G	PLLP	0.6329208087156277	85	15	20260908
RANDOM_1275	4	CD247	PA2G4P4	0.3316883588903125	77	24	20260908
RANDOM_1275	5	LCK	KIAA1755	0.3873430750528962	70	11	20260908
RANDOM_1275	6	FYN	LNPK	0.33286347646952213	187	34	20260908
RANDOM_1275	7	ZAP70	CATSPERG	0.4839391460406604	153	9	20260908
RANDOM_1275	8	LAT	FAM157B	0.8624290033780905	145	32	20260908
