HE_Annotation	response	x	y	raw_target_score	broad_immune_score	conditional_score	x_hires	y_hires	tissue_hires_scalef	coordinate_status	adjacent_section_status
Stroma	Nonresponder	1322	1656	0	0.412835851590068	-2.3348511517001	881.3333774	1104.0000552	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1647	1693	0.185207517153867	0.274401700869522	0.0742683251081094	1098.0000549	1128.6667231	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1787	1674	0.214611053178877	0.285272090444782	0.42214245516328	1191.3333929	1116.0000558	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1679	1749	0.308410236128941	0.694245546397967	-0.0279955228152061	1119.3333893	1166.0000583	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1343	1507	0.181773460682073	0.353460479923804	-0.30478080272989	895.3333781	1004.6667169	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1743	1487	0.262748413833893	0.418886780623056	0.586358651989177	1162.0000581	991.3333829	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1484	1450	0.44558629882756	1.05401099440302	0.671905288833253	989.3333828	966.666715	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1592	1450	0.757264282244295	1.41522604014767	3.09681538217173	1061.3333864	966.666715	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1279	1731	0.433931506523938	0.829713209988286	1.15371925263059	852.6667093	1154.0000577	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1257	1507	0.30861019657554	0.557325858387865	0.720029019892141	838.0000419	1004.6667169	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1624	1431	0.606910523081463	1.2195841919723	1.83274668646786	1082.6667208	954.0000477	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1527	1525	0.270387837860433	0.76985537879633	-0.75340102668866	1018.0000509	1016.6667175	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1625	1730	0.145912920592053	0.360780150121268	-0.869123664944171	1083.3333875	1153.333391	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1776	1356	0.211375872773517	0	2.60793150115813	1184.0000592	904.0000452	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1376	1675	0.104283940015594	0.628392359415844	-2.16844323290675	917.3333792	1116.6667225	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1754	1356	0.0646833129095683	0	0.560668546196272	1169.3333918	904.0000452	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1257	1656	0.256083435426068	0.775772179956233	-0.684527724168943	838.0000419	1104.0000552	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1516	1394	0.058631537497501	0.306118201441153	-0.908080830574316	1010.6667172	929.3333798	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1809	1599	0.218581488034868	0.348850984761583	0.197703120742915	1206.0000603	1066.0000533	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1430	1731	0.630594635026554	1.25689609741636	2.08127480330907	953.333381	1154.0000577	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1256	1432	0.14496399408809	0.171762192988127	-0.0194007212421453	837.3333752	954.6667144	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1744	1711	0.30256914538492	0.5142691333953	0.610409658216014	1162.6667248	1140.6667237	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1625	1655	0.241975075020866	0.429603974170853	0.194169890940266	1083.3333875	1103.3333885	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1376	1563	0.179897806940681	0.283890293584597	-0.0378896622845991	917.3333792	1042.0000521	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1526	1263	0	0	0.747557592005114	1017.3333842	842.0000421	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1538	1618	0.128655436201669	0.269932042492348	-0.555076518836416	1025.3333846	1078.6667206	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1656	1337	0.111239683596664	0	1.75542848597987	1104.0000552	891.3333779	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1657	1637	0.171524588182286	0.549945999858878	-1.26761405597529	1104.6667219	1091.3333879	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1343	1357	0	0.355243826312207	-1.32372593692632	895.3333781	904.6667119	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1419	1600	0.232345575943009	0.519085793696503	-0.304985531734625	946.0000473	1066.66672	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Adj. liver	Nonresponder	1419	1450	0.217843930576667	0.423968143185141	0.0180418537598549	946.0000473	966.666715	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1484	1675	0.22114813911236	0.580868747686921	-0.657114645817863	989.3333828	1116.6667225	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Out-of-bound	Nonresponder	1852	1599	0.208698782794567	0.305154711720591	0.267272032810006	1234.6667284	1066.0000533	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1690	1618	0.228566385903352	0.559457855793015	-0.49263160103866	1126.666723	1078.6667206	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1689	1356	0.0774209090242361	0.697418796240216	-2.06120446960684	1126.0000563	904.0000452	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1592	1637	0.251752824461102	0.623855368545863	-0.378257972545004	1061.3333864	1091.3333879	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1863	1505	0.225980522144952	0.239550102505556	0.793799596664783	1242.0000621	1003.3333835	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1602	1356	0.111450319023443	0.733979418135281	-1.94312127451533	1068.0000534	904.0000452	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1776	1618	0.211404749784807	0.277024665535344	0.421530661346517	1184.0000592	1078.6667206	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1538	1581	0.13930191613058	0.315110500054287	-0.700252386109391	1025.3333846	1054.0000527	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1809	1561	0.253575601341936	0.365120730845359	0.623543167353497	1206.0000603	1040.6667187	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1495	1506	0.239423148749729	0.689635177082457	-0.713502202218777	996.6667165	1004.0000502	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1290	1675	0.127079544233357	0.546219090272918	-1.52538361285102	860.000043	1116.6667225	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1700	1599	0.204802882836012	0.575676674547736	-0.704738845417587	1133.33339	1066.0000533	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1440	1300	0	0.871144429357429	-3.256191009569	960.000048	866.66671	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1722	1487	0.200848923237909	0.368165514926882	-0.0942641222118368	1148.0000574	991.3333829	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1452	1581	0.201394520606614	0.340958967321286	0.0150733692996332	968.0000484	1054.0000527	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1202	1488	0.201654169145854	0.407011842507903	-0.246741976723321	801.3333734	992.0000496	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1354	1413	0.23195750355362	0.194221214133543	1.34347015765755	902.6667118	942.0000471	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1537	1319	0.16772804988869	0.146762043652604	0.998888396039087	1024.6667179	879.3333773	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1365	1656	0.0668791761819921	0.63029093426744	-2.58765461654759	910.0000455	1104.0000552	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1560	1506	0.470732074436355	0.806587885937366	2.02299792881306	1040.000052	1004.0000502	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1225	1638	0.109542334320408	0.191699085060715	0.228297487946851	816.6667075	1092.0000546	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1744	1524	0.231241061180343	0.257557141683048	0.80339993287223	1162.6667248	1016.0000508	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1267	1413	0.145013602948798	0.221570242737162	-0.234233241162406	844.6667089	942.0000471	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1408	1544	0.171987076258084	0.260982310115003	0.000855395572171066	938.6667136	1029.3333848	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1581	1431	0.680407526875427	1.16480993777366	3.20248319562625	1054.0000527	954.0000477	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1397	1338	0.0925446527368051	0.391241508541749	-0.366859794992758	931.3333799	892.0000446	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1376	1525	0.43481404363364	0.58058161764746	2.13775907592165	917.3333792	1016.6667175	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1614	1599	0.194696174208365	0.409826967097666	-0.353274299967637	1076.0000538	1066.0000533	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1549	1637	0.21894268624385	0.332584834825184	0.625855983780302	1032.6667183	1091.3333879	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1711	1356	0.0711154781410229	0.313980870009074	-0.589016895823961	1140.6667237	904.0000452	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1733	1655	0.194497046506777	0.276904276636755	0.178291441732385	1155.3333911	1103.3333885	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1506	1712	0.487986276241573	0.929276503740849	1.47244418268682	1004.0000502	1141.3333904	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1517	1731	0.374763844467394	0.843284555019255	0.250657552741962	1011.3333839	1154.0000577	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1246	1488	0.229269597901332	0.388713216281906	0.181249163306856	830.6667082	992.0000496	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1690	1730	0.417717814622691	0.612249054721878	1.82359775732393	1126.666723	1153.333391	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1701	1749	0.281143631151581	0.610049081647913	-0.00904972359665622	1134.0000567	1166.0000583	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1452	1693	0.43483802143672	1.14221635286963	-0.0553979049592688	968.0000484	1128.6667231	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1366	1769	0.293811339113063	0.58563817675872	0.26417202412712	910.6667122	1179.3333923	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1732	1431	0.197853962964435	0.401276841309664	-0.30584188353595	1154.6667244	954.0000477	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1766	1711	0.561780939853987	0.672757546994653	3.4786132866354	1177.3333922	1140.6667237	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1213	1432	0.180114954575927	0.253855904718959	0.0971283092321046	808.6667071	954.6667144	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Adj. liver	Nonresponder	1419	1488	0.218510846617974	0.574683760595118	-0.624350265854925	946.0000473	992.0000496	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1289	1638	0.0964992053816193	0.61764190404178	-1.93576066228947	859.3333763	1092.0000546	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1397	1563	0.148020402790239	0.231541965510093	-0.229412545680279	931.3333799	1042.0000521	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1690	1543	0.113592260183907	0.329163192981423	-0.608005625375102	1126.666723	1028.6667181	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1235	1357	0	0.345107746419561	-1.55321707811267	823.3333745	904.6667119	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1570	1525	0.249292670255573	0.514119392091004	0.00668594449204065	1046.666719	1016.6667175	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1787	1599	0.222318461743262	0.299381044246413	0.498407547331111	1191.3333929	1066.0000533	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1679	1524	0.223633900976898	0.240904948737154	0.852838752864598	1119.3333893	1016.0000508	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1484	1600	0.166779865087061	0.247044659873309	-0.0368869366848448	989.3333828	1066.66672	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1722	1449	0.162575467451059	0.244860268058308	-0.119809470538255	1148.0000574	966.0000483	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1841	1617	0.173033175189197	0.321591199288505	-0.29684728558503	1227.3333947	1078.0000539	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1722	1674	0.242517656403013	0.466618375946339	0.0637780300638304	1148.0000574	1116.0000558	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1517	1581	0.132059968545743	0.307419829201911	-0.769964489778165	1011.3333839	1054.0000527	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1516	1469	0.283922863090469	0.658584499173514	0.0701240494032521	1010.6667172	979.3333823	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1581	1468	0.541400598975414	1.03244215445285	1.90387758791924	1054.0000527	978.6667156	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1548	1300	0	0	0.0516791430506324	1032.0000516	866.66671	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1624	1468	0.438854516951456	0.730395353999074	1.59051613125825	1082.6667208	978.6667156	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1722	1562	0.185824059477671	0.469012201134321	0.00824626171699816	1148.0000574	1041.3333854	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1808	1487	0.255769604175345	0.428249488935413	0.378718740805727	1205.3333936	991.3333829	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1441	1488	0.189348114803972	0.697929371462061	-1.45061265918087	960.6667147	992.0000496	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1527	1562	0.176303524969538	0.256337782540174	0.0547785058760468	1018.0000509	1041.3333854	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1483	1375	0.148248704743525	0.57889901311397	-0.991265922003003	988.6667161	916.6667125	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1506	1750	0.784362835052722	1.27637831197523	4.07417955271767	1004.0000502	1166.666725	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1376	1488	0.195676205932566	0.31591834099501	0.0508973420413985	917.3333792	992.0000496	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1473	1656	0.319353923770969	0.625117463434983	0.49512784465627	982.0000491	1104.0000552	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1657	1412	0.327648165958648	0.620644602261619	0.821690034071606	1104.6667219	941.3333804	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1776	1430	0.226487416412266	0.382884632846559	0.163086492425394	1184.0000592	953.333381	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Adj. liver	Nonresponder	1462	1413	0.278296859830599	0.582090727536283	0.251946757914235	974.6667154	942.0000471	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1646	1393	0.269585080486009	0.795663384072991	-0.548651480715725	1097.3333882	928.6667131	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1332	1488	0.129692742196977	0.307147579748245	-0.814163518267177	888.0000444	992.0000496	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1635	1300	0	0	0.593040984534316	1090.0000545	866.66671	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1441	1563	0.219873825981002	0.375493646090112	0.137054060428776	960.6667147	1042.0000521	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1603	1693	0.170602177677127	0.373748692657431	-0.555518999682018	1068.6667201	1128.6667231	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1625	1581	0.208519080914853	0.710751414557919	-1.34800695568425	1083.3333875	1054.0000527	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1679	1712	0.281574114914242	0.348518386268022	1.0664429957961	1119.3333893	1141.3333904	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1214	1582	0.226833522843378	0.474938690815641	-0.2366111153153	809.3333738	1054.6667194	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1495	1618	0.186984881470336	0.373687763409934	-0.300635951233337	996.6667165	1078.6667206	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1278	1357	0.160039265532212	0	2.07088392070995	852.0000426	904.6667119	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1516	1431	0.342433336212519	0.914221897061596	0.0518704512651015	1010.6667172	954.0000477	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1755	1693	0.227668377540941	0.41176393554926	0.0414247843115647	1170.0000585	1128.6667231	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1473	1506	0.304403073364869	0.770572195820378	-0.171153269174668	982.0000491	1004.0000502	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1202	1413	0.127705384078658	0.304196375668383	-0.633040544611845	801.3333734	942.0000471	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1354	1563	0.180058778243956	0.322181939608513	-0.191641908303747	902.6667118	1042.0000521	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1613	1375	0.362376930577777	1.12596015943305	-0.719729426457126	1075.3333871	916.6667125	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1451	1506	0.256375957236305	0.646898007368506	-0.450953970494282	967.3333817	1004.0000502	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1571	1712	0.211217546461541	0.406100293943595	-0.155373889279651	1047.3333857	1141.3333904	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1506	1637	0.189098018331378	0.305179181203742	0.160727435584503	1004.0000502	1091.3333879	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1332	1450	0.176276565804724	0.374404024543176	-0.498304544426047	888.0000444	966.666715	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1354	1488	0.282771029381834	0.421159923339074	0.786457365528343	902.6667118	992.0000496	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1332	1413	0.149739291156499	0.356212650537699	-0.608154482894598	888.0000444	942.0000471	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1322	1507	0.188492033174301	0.299866736362358	0.00516969523866123	881.3333774	1004.6667169	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1463	1787	0.398308860238414	1.26543390289437	-1.09379646879911	975.3333821	1191.3333929	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
NA	Nonresponder	1667	1318	0	0	0.310390407094356	1111.3333889	878.6667106	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Tumor	Nonresponder	1625	1693	0.181416462607554	0.307657758284797	-0.121130557751752	1083.3333875	1128.6667231	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
Stroma	Nonresponder	1485	1750	0.670532506066795	1.48731583936367	1.67709251553793	990.0000495	1166.666725	0.6666667	Visium full-resolution coordinates scaled to released hires H&E	CODEX context is from a mapped adjacent section; no same-cell claim
