cohort	draw_id	matched_program_genes	conditional_response_effect	conditional_cohort_mean	target_response_effect	target_cohort_mean	program_size	nearest_candidate_pool	matching	seed	random_sets_are_biological_replicates
Wu_Zenodo_19123188	RANDOM_054	DCDC2;TAGAP;P2RX7;P2RY8;SEMA3C;ZNF331;P4HA2;ZNF175;SCPEP1;CREB5;KEAP1;ARL6IP1;SZRD1;PLXND1;MDM4;CTTN;TMEM184B;ZCCHC4;FDX2;ZMIZ1;ARPC1A;ARL15;NUP188;CD8A;PTGER4;KLLN;SIGLEC12;PLVAP;KIRREL1;ATOH8;IDO1;C14orf132;TBXA2R;ITGA7;LRATD1	-0.113576893935375	0.273750756196096	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_055	ST14;ADCY3;RASL11A;COL8A2;ITPR3;GMNN;TRPS1;ACVRL1;DCAF11;CYP39A1;SRPK1;PEAK1;FAM32A;CNDP2;MAPKAPK2;REEP5;DDX21;ZSCAN25;AGBL5;DCK;SYNRG;LUZP1;PSKH1;NQO1;ITGA9;GPR18;SLC51B;DIO1;LMOD1;PPP1R13L;ZNF124;GPR176;IFT172;CD5;GPR146	-0.12456675655635	0.215587815816012	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_056	NID2;SMIM3;BTK;SLAMF7;LY86;SHROOM1;CAVIN3;NUMBL;CHST11;SLIT2;RGS3;ACSM5;EEA1;EIF3A;PIK3R1;VKORC1;MTA2;ZNF438;TTBK2;KCNJ8;TMCO3;S100PBP;SLC25A37;LAMA2;CD72;KLLN;C1orf210;HJV;OLFML2B;PAPLN;FGF2;GJA5;MAP3K6;B3GNT5;WNK2	-0.0947114724173115	0.219041365220298	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_057	RCAN2;SEMA4G;ITGA7;CDRT4;LY86;CYP4F11;MLIP;LRRK1;FMR1;MEF2B;IDH3G;CTIF;MGRN1;HNRNPA2B1;CHPT1;PON2;EPB41L4B;NUBPL;PFAS;MTHFR;SLC4A2;PIP4K2A;MSANTD3;SPHK1;ARHGAP9;TMSB15B;CAND2;KCNAB2;EDIL3;ACAP1;CDH6;FCHO1;FHL1;DCHS1;TNFAIP8L2	-0.0809677816306828	0.194059018736032	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_058	PDE4B;MLKL;BTBD19;ANXA13;ITGA11;NR1I2;LILRB2;BCHE;ARRDC2;SEC31B;YTHDC2;NFKB2;GDE1;TRIR;NDUFB10;APOL6;HIST1H1E;DDX51;FAM222B;PIK3CB;PIK3R2;LDB2;CASP7;AFAP1;FRZB;ZNF132;DIO2;ACSL4;MYLIP;NR4A3;DOK3;CD180;STON1;RRM2;DUSP18	-0.0648461114401984	0.211900799553272	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_059	ARHGAP30;MCTP1;FAM180A;TRABD2B;RASGRP1;IFRD2;TNFSF13B;TFEC;CITED4;RRAD;KHSRP;ITPKC;USP4;H1FX;SCARB2;PPP2R1B;PLEKHO2;PHETA1;PSIP1;MAGI1;ARHGEF40;ARL15;CASP7;DCDC2;DGKA;PRSS3;CD22;TNXB;SPIRE1;HK3;CCDC40;APOL4;E2F1;ANKRD29;AKAP5	-0.0716113230105844	0.241803682463053	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_060	ATP2A3;CYP21A2;XKR6;GTSF1;LEF1;PPARG;LDHB;LAD1;CA2;CD300LF;NADK;MBD6;ADAM10;HSP90AA1;NDUFB10;SUMF2;EPHX2;PHETA1;PHF13;LMO2;UCKL1;ARHGEF18;CCDC93;CD300A;HES4;NPY1R;LRCH2;GPT2;ANKRD44;MYO1G;CDHR2;CHST3;B3GNT5;ZC3H12D;TRIM34	-0.012378384979663	0.215323537182906	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_061	TBC1D10C;LYVE1;TMEM91;RPP25;NCS1;BIRC3;EDIL3;PPM1L;SCPEP1;EGFL8;WDR43;RETREG3;CENPB;LITAF;LAP3;ANPEP;CBLB;C22orf39;PIGL;SRC;DHRS1;KDM5B;RPA1;KRT23;DUSP5;ATP13A4;HOXD9;DNAJA1;IL16;FAT4;CD33;TMEM243;NAT2;FHL1;SEMA3B	-0.0278134143964791	0.191072316211595	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_062	SYNE1;HOMER3;SYTL1;GTSF1;IPCEF1;CSF2RA;LOX;SEC14L4;IER5;FGF21;CDC42BPA;FLCN;PSMA4;CHCHD2;SLC2A4RG;SLC25A39;OPLAH;HOMER1;ZSCAN18;MANBA;TSPAN6;LDB2;PIP4K2A;THRSP;ITGA9;GALNTL6;EML6;TAP2;PIK3CD;ACAP1;SLC2A5;LPL;SRPX;MPPED1;CLGN	-0.000431667339382602	0.191838741481885	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_063	FAP;ADAMTS10;BTK;GNPDA2;TBXA2R;GGT5;TMEM47;STAT5A;METRNL;FAM180A;CBFB;KLHDC3;CNOT11;SERPINF1;SEC11C;COMT;MASP1;GPATCH3;TSPAN12;SPRED1;YTHDF3;C2CD5;PSKH1;PTGER4;IL16;TMEM178B;NEIL3;CPVL;DIPK1B;SRD5A2;IDO2;FAR2;CDC14A;PARM1;DOK6	-0.0643870243054447	0.21569561686321	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_064	SLC3A1;ACSM3;P2RY10;INKA2;IGF2BP3;XDH;SLC37A2;MTFP1;C1orf198;ENO2;AIP;VCAM1;DARS;EIF5;ATN1;ANXA4;SERPINB9;C1orf112;ANKRD27;UNC93B1;CRTC3;LMTK2;AKIP1;NDUFA4L2;MAL2;LRRC39;PRDM6;ITGB2;ARHGAP10;ACVRL1;CGAS;NRN1;BTK;SPN;CACNB3	-0.0469943601402574	0.231538583626137	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_065	FGD3;EIF1AY;STC2;XPNPEP2;GSDME;GCKR;NCF4;SCRN1;GLMP;DOK3;POLR2K;SCAND1;GFPT1;FIS1;IGFBP3;HNRNPU;BID;TRIM3;CLDN3;CHMP7;PI4KA;TCEAL9;SAMD4A;SMOC2;VGLL3;LRRC4;CYB5D1;MDK;VEGFC;TMEM255B;GPR174;SLC22A15;FAM43A;SLIT3;CLEC3B	-0.0584935871760625	0.225713826756744	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_066	TNFSF13B;OAS3;ENO2;RHBDF1;EMB;ZBTB18;KIAA0513;NUMBL;GHR;HDAC9;SUN1;PDIA4;UPF1;PSME1;NFIL3;HSD17B11;STK38L;LACC1;ZMYM6;DNAJB14;BCAM;SPRED1;TFCP2;SEPTIN1;FLI1;ANKRD34A;CADM2;PLGLB2;NIBAN1;FUT4;GPC4;DLG2;STC2;CASTOR1;GALNT15	-0.0739444115851197	0.20378299499069	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_067	ADAM8;TBC1D10C;IPCEF1;RAB30;ZWINT;IER5L;MAPK13;MUC20;GHR;LDOC1;PITRM1;SF3B3;SEC24B;ECH1;CRYL1;ARPC1B;ZFC3H1;FCSK;CYB561;MOB1A;CHIC2;PDZK1;CWF19L2;EDIL3;SAMD9L;AMH;TMEM178B;PLIN2;PBX1;FABP4;FNDC1;PAMR1;PELI2;CROCC;RGS4	-0.0394670822935378	0.232334084182067	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_068	NEXN;OLFM2;BTBD19;RBL1;SLC22A18AS;ARHGAP26;CALHM2;KIFC2;PTPRJ;SYT11;PID1;TMEM109;BRD7;ETS2;HSP90AB1;MTDH;SMTN;VSTM4;SCFD2;TTLL3;MTUS1;AR;KCTD10;DGKA;MAL2;TMEM108;SH2D3A;COL14A1;CD38;BICD1;FGF21;KAZN;PCDH12;ZBTB46;ITGAD	-0.146807005871088	0.232837583222212	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_069	NID2;OAS3;BEST1;CENPU;TCEAL3;KCNMA1;ARHGAP9;PPP1R26;TWF2;SULT1E1;CNP;PPARA;STRN4;RRBP1;ANKHD1;ECI2;SGK3;FBXL8;GORAB;DDX49;VPS45;MFSD14B;FAM241A;DGKA;NDUFA4L2;C3orf52;FAM163B;CTHRC1;SLC2A1;PRKCB;AIF1L;CELSR1;RIMKLB;KPNA5;ARHGAP33	-0.0522225658721434	0.19767110536481	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_070	CHML;ID4;PTGS1;LCMT2;TSPAN18;FGD2;CYP21A2;ZNF704;HSPG2;ULK2;SRP72;ARL6IP1;IMP4;TAPBP;TMCO1;NME2;DGAT1;ZNF436;RABEP2;MFSD14B;VPS45;ANP32E;AMOTL2;LTB;NR4A2;FAM169B;ZNF287;GDA;LILRB5;SLC49A3;ITGA3;GPR4;DAAM2;ATRNL1;KCNN3	-0.120687663796195	0.25385047210298	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_071	FGR;FRY;NAT2;HOXB4;E2F1;ACOX2;ST14;BAMBI;OSMR;SLC2A5;NKTR;SGK3;CBR1;COL4A1;NDUFA1;S100A10;GRAMD1A;ADAT2;EED;RP2;TMCO3;OAS2;CKS1B;LMOD1;PIK3R5;PCDHB12;GALNT12;NEDD9;CYP21A2;SRPX2;FIBIN;TAFA5;EPHA3;DCHS1;TMEM178A	-0.119735448846359	0.277157153610682	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_072	NFASC;OLFM2;FHIT;TLE2;ITPR3;SLC30A10;LILRB2;INHBB;LRP5;P2RY8;PPP1R12A;NR5A2;TMEM127;HSPA8;CD44;DSTN;ABCD3;DZIP3;MIS12;PLXNB1;VPS45;PCGF2;SPRY2;MMP9;EFEMP2;NPY1R;KPNA7;ADAMTS2;CDH13;C5AR2;CCNA2;TNFSF8;KDM8;TMEM91;PDE6G	-0.0368367952527029	0.212976585894886	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_073	ITM2A;DOCK11;SPN;FCHO1;CDC42EP5;SLC4A7;SPART;GLIS3;FAT1;CXCR6;PCED1A;TRAK1;ISOC1;TUT7;ATP1B1;HADHA;SERINC2;SLC30A4;CAMKMT;C2CD5;NCK1;TBC1D16;ARSE;HCK;TGFB3;NPBWR1;CD1E;GHR;FCGR2B;MUC13;MEX3B;GFI1;SNAPC2;FOXM1;SAXO2	-0.00166641935381773	0.208242226457649	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_074	TMED3;RELT;FABP5;ST6GALNAC3;TAF11L6;GCGR;BACE2;EPG5;SUSD6;NPNT;MAP3K3;DMTF1;CAPRIN1;SLC40A1;GAMT;MBNL1;LAPTM4B;APH1B;ZFP41;NSDHL;RBM15;UNC93B1;NELFB;CCL19;NQO1;SLC4A5;MLF1;FGFR2;KSR1;KIAA0513;CDH6;YPEL1;MMP23B;FOXC1;RASEF	-0.132374705567968	0.207493840262068	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_075	ARHGAP9;SOX18;NBPF20;TRABD2B;GLT8D2;MTHFD1L;NDUFA4L2;CGREF1;EPB41L2;MCUB;SUZ12;CEMIP2;BRD7;ITGB1;SPCS1;BAG1;TSTA3;ZNF697;EML2;DMXL1;CMAS;RNASE6;CWF19L2;ITGA9;ADAM19;CX3CR1;ABCB9;PKM;PIK3CD;SOX9;FCN2;LIF;GJC1;VWA5A;PLCH2	-0.0640466453992254	0.239218679731146	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_076	SEPTIN5;LXN;EPHA3;IFITM1;OLFML2A;GLIPR1;ARHGAP10;SCLT1;SLC39A14;CREB3L1;KEAP1;GRB10;PITRM1;ITGB1;AURKAIP1;SLC25A39;GALK1;DDTL;DNAH1;VPS11;MOB3A;TMEM38B;TINF2;COL8A1;PLIN4;SYTL5;CCDC154;OSGIN1;VNN2;IFI27L2;FLRT2;RARB;SYTL1;SH3RF3;PRR22	-0.0561671657316075	0.213889149115966	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_077	CCDC3;IYD;RASL11A;INKA2;BCL11B;ITPRIPL2;CAVIN3;PLAGL1;STK17B;DNAJB5;LIMA1;MCM7;SPNS1;CFL1;HIPK3;LY6E;TRIM24;GAS2L3;TCP11L2;IRGQ;NUDCD3;UNC93B1;RECQL;CCL4;TMC8;SLC22A11;MEOX2;F11;SASH3;FNDC5;HK2;CENPU;KDM8;KLF5;SHROOM4	-0.0552968739373269	0.180828361577751	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_078	GZMA;CAVIN3;CES4A;IQCG;NFATC4;MYO1D;GNG2;FAT4;B4GALT5;GALNT7;TASOR;USF1;IVNS1ABP;SEC31A;MBNL1;UBC;NEDD4L;KLHL18;ARL4D;TMEM181;SYNRG;TTL;SPRY2;TNC;COL16A1;GIPR;MYCN;ADAMTS2;EDIL3;GPR88;DLL4;SH2D1A;TNFAIP8L3;CLRN3;ROR1	-0.0979879110552613	0.283531052329149	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_079	FUT11;SMIM3;AGPAT4;STEAP2;BCL11B;ARHGAP45;PLCB2;MYO10;FBXO9;HAGHL;AGPS;SGK3;ROCK2;CTNND1;CNN2;SLC9A3R2;NISCH;HNF1B;ASB1;MAGI1;UROS;ASAP2;DBP;GZMK;RELT;SLC4A5;SCUBE2;HYAL1;DOK2;SMAD6;HOXB3;ZNF124;TRIM3;SYTL3;TEX9	-0.115864930130116	0.238989553174311	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_080	COL8A1;DOK2;LGALS2;KIAA0753;RTP3;HIF1A;NDUFA4L2;EVC;CD53;ENO2;CSGALNACT2;SIGIRR;ZNF24;LASP1;GNAQ;DSTN;KLF10;ZNF503;TTI1;DUSP7;AQP3;SLC31A2;LCAT;TRAF1;CD48;GLIPR1L2;SIGLEC12;HPGD;ANKRD44;LAMC3;RAPGEF3;GPR174;KIAA0895L;PALM;PLAC8	-0.0274903911250221	0.224736693251925	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_081	CHML;ABI3;RIPOR2;PTGER2;BMF;LIPC;CD96;SFT2D1;COL5A2;CC2D2A;RHOQ;YY1;STAT5B;SLCO2B1;FAH;ARF1;AMPD2;CTNS;B3GALNT2;ARFIP1;ACAP2;TTLL3;CSTA;UROC1;FRZB;NSUN7;SIDT1;C1orf115;TRPS1;BIN2;P2RY8;NAP1L5;PDP1;FCGBP;ZNF169	-0.088286862265655	0.183740835066023	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_082	RCAN3;SEMA4D;CD109;TCP10L;PDE1A;TNFSF14;OLFM2;IL33;TP53BP2;HOPX;CLDND1;PPP3CB;ROCK2;ZFP36L1;GNAQ;EMC4;DDX21;ZNF697;ENPP4;SNHG32;ATP9B;KIAA1522;RBM38;PFKP;RASA3;OXTR;MYCN;HYAL1;CHRNA4;TFEC;MCUB;IDO1;UAP1L1;CHST1;PTGER3	-0.107775728063673	0.210582535046459	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_083	IL18;LILRB2;FHIT;GPR4;FEZ1;CELF2;FGR;FAR1;NEDD4L;CCL3;NEU1;QRICH1;LIMD1;ST6GAL1;PHC2;ANXA6;KLF15;SLC30A4;ZMYM6;ZADH2;ZDHHC20;ARHGEF3;MTMR1;AKR1B10;NBEAL2;NPBWR1;KRT222;CREB3L3;RHOF;MAML2;FAM180A;TNFSF8;LPAR1;HILPDA;PRDM11	-0.0118285676867379	0.189437600905326	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_084	UBXN11;COX7A1;NAT2;HIST1H2BG;LY9;KALRN;LYVE1;HSPBAP1;KIF1C;XPNPEP2;SLC33A1;BORCS7;PAM16;CALR;MTCH1;SLC9A3R2;CYP51A1;VWA5A;SLC39A10;GPALPP1;KIAA1671;ZBTB25;PCGF2;COL8A1;SGCE;LRRD1;LILRA2;SCPEP1;TACC3;ADAM28;RAPGEF3;CNDP1;FILIP1;KLF5;PRR22	-0.0671583331626006	0.209334856623734	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_085	CD8A;STX11;ZG16;MIER2;NLGN2;BIRC3;SIPA1L2;ZMYM6;CPVL;FCN2;RALBP1;TAP2;RCN1;MS4A6A;PECAM1;ATP1B1;ACOT12;HERC5;ZNF322;MTHFR;TERF2IP;C2CD5;PPP1R14B;SLC11A1;ADAMTSL2;TIMP4;SPATC1;CHI3L1;FGD3;LRRC8C;S100P;LDOC1;ATP8B4;UBASH3B;CCDC171	0.0113616806445605	0.23174930623392	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_086	FBXO32;CD96;PPP1R3G;TRABD2B;CLDN2;MYO1D;LMOD1;PAPOLG;FBN1;NRGN;DESI1;GRB10;APPL2;GABARAP;TLN1;ANXA6;PKN1;AP2B1;PJA1;LPAR6;PI4KB;KDM5B;SLC25A37;EDIL3;FRMD6;ZNF214;SLC5A4;MBL2;LOX;BCHE;SULT1C2;TCF7;DDR1;SEMA4A;GDPD3	-0.0858573537075794	0.297460154244794	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_087	IL16;LILRB2;STC2;SYDE1;WDFY4;ABCB1;MAPK13;CLEC10A;PPP1R9B;FNDC1;CLASRP;GBP1;TRPM7;FOS;CARHSP1;APMAP;FST;SMIM4;CLDN3;ZBTB25;KHDC4;CFHR4;NCAPH2;KRT23;CAVIN3;TMEM108;PDZD2;ALOX5;RHOF;PRKCB;ABCA9;TMEM71;EPHA3;CDC14A;ANKRD33B	-0.0548904654707784	0.219129122931444	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_088	CHRNA4;BEND7;KNTC1;NDST2;PIK3CG;GPSM3;OLFML2B;PIGL;KYNU;NPNT;HNMT;NEDD8;PITRM1;QKI;ATP5F1B;AHR;SEC16B;ADAT2;SLC39A10;KCNJ8;C17orf49;SLC7A7;NSMCE3;COL8A1;STEAP4;CCDC157;ADAM20;GPX2;MLIP;ISYNA1;TFPI2;SLC22A17;DTX3;ABCA7;ZNF564	-0.0425309129886875	0.198625793349516	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_089	ANKRD44;HOMER3;TOR4A;XPNPEP2;MAP3K7CL;DOCK2;SLC37A2;RAD51B;METRNL;ZGRF1;GTF2H5;SMARCA4;EIF3H;FOS;ARRB2;SMAP2;PKN1;ZNF697;SNN;SLC25A37;CREB3;MANBA;RRP7A;GMIP;MARCO;DIO2;CLNK;ALOX5;FUT8;LRRC8C;MEX3B;ZSWIM4;ELFN1;HILPDA;CDC45	0.0101067072679981	0.206236098741176	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_090	FPR1;PPP1R3C;SNCG;LCMT2;RPGR;F12;CCDC3;TNFAIP8;SLC25A15;ZGRF1;CHD1;ACSM5;RNF40;TOMM7;KCTD12;BAG6;SERINC2;CD1D;PTRH1;ATP6V0A2;BMP2K;LMO2;ALDOC;ITPRIP;SEPTIN1;KLF8;FXYD3;KLF15;NQO1;PRKCB;ADAM12;TLR6;FOXC1;FAM180A;SHROOM4	-0.100318419412321	0.200694268641658	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_091	CD209;MCTP1;PREX2;RAB30;NFKBID;RFX5;HCST;PSIP1;SLC25A15;HIST1H2BG;AK1;PLSCR4;PDIA4;TRAM1;AHR;APOL6;MSR1;C4B;GLCCI1;DDX49;SLC4A2;KIAA1522;FNBP1L;TBC1D10C;GBP4;HOXB7;OXTR;GPAM;PBX1;KIRREL1;FAM180A;RNF157;PRICKLE2;GXYLT2;INAVA	-0.11517871727187	0.171750929796252	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_092	LMOD1;CAPN12;OLFML2A;LAT2;LPAR1;TINAGL1;NIBAN1;C4orf48;LBH;SEMA4A;REPS1;TMEM109;MCFD2;FIS1;NDUFB10;HADHA;MASP1;DCHS1;TERF1;FAM49B;CORO7;GSTZ1;INAFM1;HSPB8;CYP1B1;MYCN;COL4A3;PDLIM7;CD38;RUNX3;STMN3;ZSWIM4;PALM;SNCG;ZNF154	-0.112544529691265	0.256652227292404	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_093	MOXD1;SLC12A2;FZD1;SUSD2;ACKR3;DGAT2;PPP1R3C;TMEM255B;CYP4A11;HHIP;ZNF410;USF1;CHKA;OS9;PHC2;PRDX6;SH3BGRL;KPNA5;ZBED4;SESTD1;SNX19;CHCHD7;SMARCD1;LYVE1;SPART;PAGE1;PRSS36;CEBPA;SLC7A5;CYP7A1;CXCR6;ST6GALNAC3;CD109;XKR6;C8orf58	-0.0760434383138185	0.166388277714427	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_094	CHRNA4;SPECC1;OBSCN;FAM110A;BCL2A1;GPCPD1;P4HA2;PRXL2C;AKAP12;CES4A;UQCC2;CXXC5;YKT6;ACTG1;PGM1;SEC11C;CTIF;ZNF343;CAMKMT;APBB3;ERAP1;DUSP7;CISH;NIBAN1;NRG1;ADRA2B;NTNG2;TM4SF5;HIC1;LAMC3;XYLT1;SH2D1A;VPS37C;HPSE;SH3D21	-0.0788920775880229	0.217343198069246	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_095	ATP2A3;NIBAN1;INAFM2;SUPT3H;TPPP3;GCKR;RARRES1;FAR1;ABCB4;LY75;TRIM26;MAST4;IMP4;FNDC3B;FXYD5;MACF1;MGAT4A;ATAT1;KIFC2;FRK;RALGPS2;ARHGEF6;S100PBP;FBLN1;PRKCH;TNFRSF19;SCN4A;VSIG4;NDUFA4L2;CKB;PMAIP1;SLA2;LY86;FOXC1;COL21A1	-0.12595455046949	0.237131387801908	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_096	RHOF;MSRB3;SLC25A12;NEURL2;GPX8;GLIPR1;ADAMTS4;CGREF1;PLXDC2;SH2D1A;KHNYN;SCAND1;IMP4;CD63;GNB2;PRDX6;OCIAD2;SACS;ABCG2;SHKBP1;COMMD5;SMARCD1;DUSP7;EIF1AY;DOCK8;GPR18;SPAAR;AQP1;EDIL3;HCST;RHBDF1;RPP25;GNAO1;FOXF1;DSG1	-0.0878789921374378	0.234675227390475	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_097	LRRC25;SGCE;KLRD1;HEY2;IPCEF1;PTPN3;SLC37A2;DSG2;IDS;VDR;COQ9;GIMAP4;CENPB;HNRNPA2B1;NRP1;BLVRB;ARFGEF1;RBM8A;SNN;TTLL3;TOP1MT;THADA;PIP4K2A;CD8A;RAB34;CLNK;SCUBE1;LTBP4;LAMA2;MAML2;GPR174;TNFRSF6B;REC8;BTBD19;PDE11A	-0.0700325606517194	0.229696248031317	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
Wu_Zenodo_19123188	RANDOM_098	GZMK;LAMA2;SIGLEC9;HEY2;CCDC9B;PLIN3;CALHM6;PAPOLG;PPP1R9B;HIVEP3;STX2;TAP2;PARP4;SLCO2B1;LAMTOR4;CALU;ARL6IP1;FBXL19;SNN;GPALPP1;SYNRG;TM2D2;FAM136A;COL16A1;S1PR3;PDZD2;EFCAB12;ATF3;MSRB3;TTC36;CCL3;PGM2L1;AVPR1A;LEF1;DCLRE1B	-0.0705962037504765	0.24663109390082	0.136545734467442	0.326309322190666	35	200	standardized log10 mean-expression + standardized logit detection; no bins; no replacement within program	20260829	FALSE
