input_id	analysis_id	script	input_expression	identity	sha256	classification	included_file	upstream_script	public_source	reason	status
IO0277	A020	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/02_freeze_matched_programs.py	pd.read_csv(OUT / 'AF35_ORDERED_GENES.tsv', sep='\t')	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/inputs/AF35_ORDERED_GENES.tsv	94c9fcfc9fb5a7247d594ad4cc6109db3a0ffa2cfcec1e9e1c9795becc8370a4	UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0278	A020	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/02_freeze_matched_programs.py	p.read_bytes()	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0290	A021	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/03_score_and_join.R	locks <- rbind(fread(file.path(out,'MATCHED_PROGRAM_MANIFEST_SHA256.tsv')),fread(file.path(out,'SCORING_AUTHORITY_LOCK.tsv'))[,.(path,sha256)])	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0291	A021	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/03_score_and_join.R	manifest <- fread(file.path(out,'AF35_MATCHED_NULL_PROGRAM_MANIFEST.tsv'))	AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/AF35_MATCHED_NULL_PROGRAM_MANIFEST.tsv	9005ad3f8f85dc3e479614ea752e68229b19f2a56e758e52000dd8108c27002e	UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0292	A021	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/03_score_and_join.R	af <- fread(file.path(out,'AF35_ORDERED_GENES.tsv'))$gene	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/inputs/AF35_ORDERED_GENES.tsv	94c9fcfc9fb5a7247d594ad4cc6109db3a0ffa2cfcec1e9e1c9795becc8370a4	UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0293	A021	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/03_score_and_join.R	mats <- readRDS(file.path(out,'EXPRESSION_MATRICES_RESPONSE_BLIND.rds'))	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0294	A021	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/03_score_and_join.R	score_lock <- fread(file.path(out,'PATIENT_SCORE_FREEZE_SHA256.tsv'))	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0295	A021	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/03_score_and_join.R	scores <- fread(file.path(out,'AF35_MATCHED_NULL_PATIENT_PROGRAM_SCORES_RESPONSE_BLIND.tsv'))	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0296	A021	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/03_score_and_join.R	erp <- fread(erp_path); gse <- fread(gse_path)	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0297	A021	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/03_score_and_join.R	frozen_erp <- fread(file.path(p,'05_results/tables/pretreatment_clinical_translation/ERP117672_AF_PROGRAM_RESPONSE_ASSOCIATION.tsv'))[population=='PRIMARY_RESPONSE_EVALUABLE',hedges_g]	HCC_ICI_project/05_results/tables/pretreatment_clinical_translation/ERP117672_AF_PROGRAM_RESPONSE_ASSOCIATION.tsv	a4a693bb75db9c34f7df7863db3dadda6197c0cd8a8b32553a309a50ce681511	UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0298	A021	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/03_score_and_join.R	frozen_gse <- fread(file.path(p,'05_results/tables/phase15b_public_replication/GSE302495_AF35_RECIST_ASSOCIATION.tsv'))$hedges_g	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0307	A022	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/04_summarize_and_verify.py	pd.read_csv(OUT / 'AF35_MATCHED_NULL_PROGRAM_MANIFEST.tsv', sep='\t')	AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/AF35_MATCHED_NULL_PROGRAM_MANIFEST.tsv	9005ad3f8f85dc3e479614ea752e68229b19f2a56e758e52000dd8108c27002e	UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0308	A022	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/04_summarize_and_verify.py	pd.read_csv(OUT / 'AF35_MATCHED_NULL_PROGRAM_EFFECTS.tsv', sep='\t')	AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/AF35_MATCHED_NULL_PROGRAM_EFFECTS.tsv	15ccdae92f0984467457c529f1abf404c1a848ff6edc8a82d805b2052e31d7e7	UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0309	A022	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/04_summarize_and_verify.py	pd.read_csv(OUT / 'AF35_MATCHED_NULL_PATIENT_PROGRAM_SCORES.tsv', sep='\t')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0310	A022	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/04_summarize_and_verify.py	(OUT / 'MATCHED_PROGRAM_FREEZE_LOCK.json').read_text()	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0311	A022	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/04_summarize_and_verify.py	pd.read_csv(OUT / f'{cohort}_SELECTED_TRANSFORMED_EXPRESSION.tsv', sep='\t', index_col=0)	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0312	A022	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/04_summarize_and_verify.py	pd.read_csv(OUT / 'PATIENT_SCORE_FREEZE_SHA256.tsv', sep='\t')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0313	A022	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/04_summarize_and_verify.py	pd.read_csv(OUT / 'AF35_ORDERED_GENES.tsv', sep='\t')	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/inputs/AF35_ORDERED_GENES.tsv	94c9fcfc9fb5a7247d594ad4cc6109db3a0ffa2cfcec1e9e1c9795becc8370a4	UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0314	A022	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/04_summarize_and_verify.py	p.read_bytes()	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0315	A022	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/04_summarize_and_verify.py	(OUT / 'OUTCOME_JOIN_TIMESTAMP.txt').read_text()	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0316	A022	scripts/current/06_clinical/sources/AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/04_summarize_and_verify.py	pd.read_csv(OUT / 'ANALYSIS_PATIENT_ELIGIBILITY.tsv', sep='\t')	AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/ANALYSIS_PATIENT_ELIGIBILITY.tsv	6b0135ce28b97b6c77fca77d592644abb0173b4113896459393f903c98a90687	UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0323	A023	scripts/current/03_AF35_measurement/sources/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/00_initialize.py	pd.read_csv(p, sep='\t', **kw)	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0324	A023	scripts/current/03_AF35_measurement/sources/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/00_initialize.py	read(A / 'AF35_ORDERED_GENES.tsv')	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/inputs/AF35_ORDERED_GENES.tsv	94c9fcfc9fb5a7247d594ad4cc6109db3a0ffa2cfcec1e9e1c9795becc8370a4	UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0325	A023	scripts/current/03_AF35_measurement/sources/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/00_initialize.py	read(base / 'COMPLETE_SHA256_MANIFEST.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0326	A023	scripts/current/03_AF35_measurement/sources/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/00_initialize.py	read(E / f'inputs/{c}_MOLECULAR_INPUT_RESPONSE_BLIND.tsv', usecols=['patient_id'])	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0327	A023	scripts/current/03_AF35_measurement/sources/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/00_initialize.py	f.read(2 ** 20)	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0328	A023	scripts/current/03_AF35_measurement/sources/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/00_initialize.py	read(B / 'AF35_ORDERED_GENES.tsv')	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/inputs/AF35_ORDERED_GENES.tsv	94c9fcfc9fb5a7247d594ad4cc6109db3a0ffa2cfcec1e9e1c9795becc8370a4	UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0329	A023	scripts/current/03_AF35_measurement/sources/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/00_initialize.py	read(E / 'SOURCE_BINDINGS.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0330	A023	scripts/current/03_AF35_measurement/sources/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/00_initialize.py	(base / lock).read_text()	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0339	A024	scripts/current/03_AF35_measurement/sources/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/01_freeze_and_analyze.py	f.read(B / 'AF35_MATCHED_NULL_PROGRAM_MANIFEST.tsv')	AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/AF35_MATCHED_NULL_PROGRAM_MANIFEST.tsv	9005ad3f8f85dc3e479614ea752e68229b19f2a56e758e52000dd8108c27002e	UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0340	A024	scripts/current/03_AF35_measurement/sources/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/01_freeze_and_analyze.py	(B / 'MATCHED_PROGRAM_FREEZE_LOCK.json').read_text()	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0341	A024	scripts/current/03_AF35_measurement/sources/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/01_freeze_and_analyze.py	f.read(B / f'{c}_SELECTED_TRANSFORMED_EXPRESSION.tsv', index_col=0)	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0342	A024	scripts/current/03_AF35_measurement/sources/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/01_freeze_and_analyze.py	(B / 'OUTCOME_JOIN_TIMESTAMP.txt').read_text()	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0343	A024	scripts/current/03_AF35_measurement/sources/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/01_freeze_and_analyze.py	f.read(OUT / 'inputs/AF35_ORDERED_GENES.tsv')	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/inputs/AF35_ORDERED_GENES.tsv	94c9fcfc9fb5a7247d594ad4cc6109db3a0ffa2cfcec1e9e1c9795becc8370a4	UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0344	A024	scripts/current/03_AF35_measurement/sources/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/01_freeze_and_analyze.py	f.read(f.A / f'{c}_GENE_Z_AND_FULL_SCORES_RESPONSE_BLIND.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0345	A024	scripts/current/03_AF35_measurement/sources/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/01_freeze_and_analyze.py	f.read(OUT / f'inputs/{c}_PATIENT_IDS.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0346	A024	scripts/current/03_AF35_measurement/sources/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/01_freeze_and_analyze.py	f.read(OUT / (P + '_SOURCE_BINDING_AUDIT.tsv'))	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0365	A025	scripts/current/06_clinical/sources/CLINICAL_ANCHOR_READOUT_DECOMPOSITION_v1/scripts/03_paired_and_firth.R	lock<-fromJSON(file.path(out,'MOLECULAR_GEOMETRY_LOCK.json'))	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0366	A025	scripts/current/06_clinical/sources/CLINICAL_ANCHOR_READOUT_DECOMPOSITION_v1/scripts/03_paired_and_firth.R	erpm <- fread(file.path(p,'01_metadata/pretreatment_clinical_translation/ERP117672_PATIENT_RESPONSE_MAP.tsv'))[primary_included==TRUE,.(patient_id,group=ifelse(primary_group=='Responder','R','NR'))]	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0367	A025	scripts/current/06_clinical/sources/CLINICAL_ANCHOR_READOUT_DECOMPOSITION_v1/scripts/03_paired_and_firth.R	gsem <- fread(file.path(p,'01_metadata/phase15b_public_replication/GSE302495_PATIENT_RESPONSE_MAP.tsv'))[,.(patient_id,group=response_group)]	HCC_ICI_project/01_metadata/phase15b_public_replication/GSE302495_PATIENT_RESPONSE_MAP.tsv	fd2d8101719bd178e0b28680645e86319a30e485f210dd8f27fae04dc1c83b8d	UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0368	A025	scripts/current/06_clinical/sources/CLINICAL_ANCHOR_READOUT_DECOMPOSITION_v1/scripts/03_paired_and_firth.R	d<-fread(file.path(out,paste0('inputs/',cohort,'_MOLECULAR_INPUT_RESPONSE_BLIND.tsv')))	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0369	A025	scripts/current/06_clinical/sources/CLINICAL_ANCHOR_READOUT_DECOMPOSITION_v1/scripts/03_paired_and_firth.R	old<-fread(file.path(p,paste0('05_results/tables/phase15c_public_benchmark/',cohort,'_UNIVARIATE_BENCHMARK_EFFECTS.tsv')))	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0373	A026	scripts/current/04_clonotype/sources/GSE235863_CLONE_STATE_DECOMPOSITION_v1/authority/04_scripts/phase19/02_phase19a_patient_analysis.py	np.load(PROJECTION_FILE, allow_pickle=False)	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0374	A026	scripts/current/04_clonotype/sources/GSE235863_CLONE_STATE_DECOMPOSITION_v1/authority/04_scripts/phase19/02_phase19a_patient_analysis.py	FREEZE_FILE.read_text(encoding='utf-8')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0375	A026	scripts/current/04_clonotype/sources/GSE235863_CLONE_STATE_DECOMPOSITION_v1/authority/04_scripts/phase19/02_phase19a_patient_analysis.py	stream.read(1024 * 1024)	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0379	A027	scripts/current/04_clonotype/sources/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/01_authority.py	pd.read_csv(PROJECT / source_paths[8], sep='\t')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0380	A027	scripts/current/04_clonotype/sources/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/01_authority.py	(PROJECT / source_paths[6]).read_text(encoding='utf-8')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0381	A027	scripts/current/04_clonotype/sources/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/01_authority.py	(PROJECT / source_paths[-2]).read_text(encoding='utf-8')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0382	A027	scripts/current/04_clonotype/sources/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/01_authority.py	mod.TABLE_JSON.read_text(encoding='utf-8')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0383	A027	scripts/current/04_clonotype/sources/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/01_authority.py	z.read(e)	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0389	A028	scripts/current/04_clonotype/sources/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/02_analyze.py	pd.read_csv(P / rel, sep='\t')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0390	A028	scripts/current/04_clonotype/sources/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/02_analyze.py	pd.read_csv(OUT / 'FROZEN_PHASE19_NUMERIC_REPRODUCTION.tsv', sep='\t')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0391	A028	scripts/current/04_clonotype/sources/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/02_analyze.py	read('03_processed_data/phase3/GSE235863_BARCODE_CLONOTYPE_STATE_PTPN22.tsv.gz')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0392	A028	scripts/current/04_clonotype/sources/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/02_analyze.py	np.load(P / '03_processed_data/phase19a_af35_clonotype/GSE235863_AF35_RESPONSE_BLIND_PROJECTION.npz', allow_pickle=False)	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0393	A028	scripts/current/04_clonotype/sources/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/02_analyze.py	read('05_results/tables/temporal/GSE235863_BASELINE_CLONE_FATE_TABLE.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
IO0394	A028	scripts/current/04_clonotype/sources/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/02_analyze.py	read('05_results/tables/phase19a_af35_clonotype/AF35_CLONOTYPE_TEMPORAL_SENSITIVITY.tsv')	UNRESOLVED_EXPRESSION		UNRESOLVED			data/SOURCE_DATA_MANIFEST.tsv	Filename evidence only; variable binding, upstream production, freeze guards and public acquisition contract not fully verified. No data copied.	EXCLUDED_FROM_ACTIVE_RELEASE
