analysis_id	main_or_supp	figure_table_panel	dataset	biological_unit	active_script	config_file	raw_or_source_input	derived_input	input_hash	primary_output	output_hash	source_table	source_table_hash	environment	notes
TABLE_S02_02	Supplement	Table S2 part 2	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S02_02.tsv	d49d75abcfe4f767ee9bfa41662ab4c5c215ea44361bef383fccfcfdc29e9665	HCC_ICI_project/05_results/tables/TARGET_RANKING_EVIDENCE_GRADES_v1.tsv	cdce7a9154c837b73497bfd843ef91376c73c54d8e4d657d773a45c597bc905d	environment/; historical records only; complete locked environment unavailable	Biological-anchor candidate evidence weighting. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S03_01	Supplement	Table S3 part 1	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S03_01.tsv	38ba707760755e5c3c221f37bcab48b70285846f6c728de4aeaf6437bb20505a	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/inputs/AF35_ORDERED_GENES.tsv	94c9fcfc9fb5a7247d594ad4cc6109db3a0ffa2cfcec1e9e1c9795becc8370a4	environment/; historical records only; complete locked environment unavailable	AF35 ordered gene definition and source chronology. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S03_02	Supplement	Table S3 part 2	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S03_02.tsv	f1a00457df87a8cf55c50826a952e00d08b3bfb8cedaf59e17d45745191726cd	HCC_ICI_AF35_FIRST_APPEARANCE_TIMELINE.tsv	4ed3e59d53efc682bb611d3da3dbffca5d65a558428e5eea3898b4ab1b2ac174	environment/; historical records only; complete locked environment unavailable	Documented AF35 source chronology; local-copy timestamps. Exact frozen source export; no reanalysis. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S03_03	Supplement	Table S3 part 3	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S03_03.tsv	fb459648c21a0d3664bd344b40d8b6e7589c83fd503b15c272f98ae7f3c8fb6a	HCC_ICI_AF35_HISTORICAL_OCCURRENCES.tsv	ac4ef259371becca87d6edf36f572102a97750b900c9a39d211e0c0b908109a6	environment/; historical records only; complete locked environment unavailable	Recorded AF35 membership reuse evidence. Exact frozen source export; no reanalysis. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S03_04	Supplement	Table S3 part 4	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S03_04.tsv	9e98004533cc0e15b33ee3dae27bb8012a9ec6e497c0117f1a027ff10fc31bc1	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/AF35_PLATFORM_SPECIFICATION.tsv	9e98004533cc0e15b33ee3dae27bb8012a9ec6e497c0117f1a027ff10fc31bc1	environment/; historical records only; complete locked environment unavailable	AF35 platform specification and assay-specific scales. Exact frozen source export; no reanalysis. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S04_01	Supplement	Table S4 part 1	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S04_01.tsv	a13bfceda3810336264e00d65c9de6293da5278dc2da66b4acd0209fcf3e5f1c	新绘图流程/FIGURE1_DISPLAY_SUPPORT_UMAP_AND_PROGRAM_ANALYSIS_V1/STATE_CELL_COUNTS.tsv	edb75845954096532171dde1919d7dce6f137b708542d9903c66fbbb5033218d	environment/; historical records only; complete locked environment unavailable	Figure 1 single-cell state and functional-program support. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S04_02	Supplement	Table S4 part 2	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S04_02.tsv	88948509703a0411c09cea6fb649c647c4f984058ac2080c36118b1b9f499c0c	绘图视觉/FIGURE1_FINAL_DATA_DRIVEN_PRODUCTION_V1/figure_ready/C_PROGRAM_STATE.tsv	5c2e56f0ec741d901957e0bf13f059a246332308b3fef20641138ab6eff5270a	environment/; historical records only; complete locked environment unavailable	Figure 1 single-cell state and functional-program support. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S04_03	Supplement	Table S4 part 3	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S04_03.tsv	88948509703a0411c09cea6fb649c647c4f984058ac2080c36118b1b9f499c0c	HCC_ICI_BIOLOGICAL_RESOLUTION_BR1_v1/data/FIGURE1_STATE_PROGRAM_ASSOCIATION_PLOT_READY.tsv	5c2e56f0ec741d901957e0bf13f059a246332308b3fef20641138ab6eff5270a	environment/; historical records only; complete locked environment unavailable	Figure 1 single-cell state and functional-program support. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S04_04	Supplement	Table S4 part 4	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S04_04.tsv	7d676631ace7cdb5cb41aecabce322fb9ec379a08977d1b47609dd02d01f28fe	HCC_ICI_BIOLOGICAL_RESOLUTION_BR1_v1/data/FIGURE1_CANONICAL_MARKER_STATE_PLOT_READY.tsv	421e930a8d7173fe04bbf93824d9059e486866593fe1ee93d4555580621f3d4f	environment/; historical records only; complete locked environment unavailable	Figure 1 single-cell state and functional-program support. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S04_05	Supplement	Table S4 part 5	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S04_05.tsv	0bacb255224420a2b67526706ba5d97e479c5d203069adb851fd7ddf1d3782b7	新绘图流程/FIGURE1_DISPLAY_SUPPORT_UMAP_AND_PROGRAM_ANALYSIS_V1/PROGRAM_GENE_COVERAGE.tsv	026cf4ce9713ac40341b1fbf53ef1c25c63f1a335af9666d32d42aa274bf158e	environment/; historical records only; complete locked environment unavailable	Figure 1 single-cell state and functional-program support. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S05_01	Supplement	Table S5 part 1	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S05_01.tsv	3d9f69e9eb478e7d45f8d77705454f3f2ab845b64b7db40b172f571dcf7fe2ba	HCC_ICI_project/05_results/tables/final_harmonization/PTPN22_FINAL_META_MODELS.tsv	51dc935060c676ea5b380abd4b92f322eb6bf0cb55b9164cc7b6c4b4da4b63f6	environment/; historical records only; complete locked environment unavailable	Figure 1 whole-tumor, perturbation and genetic estimates. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S05_02	Supplement	Table S5 part 2	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S05_02.tsv	1de87511d871048adf22c5a51d8ccae7a127966270d8fee9bcb02836ff496f04	HCC_ICI_project/05_results/tables/phase17a_public_perturbation/PHASE17A_GSE314342_TARGET_QC.tsv	0bedd95fbccc9afb1aa96329778878ff4ffb7b6b64666a7c0362e607a798cb21	environment/; historical records only; complete locked environment unavailable	Figure 1 whole-tumor, perturbation and genetic estimates. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S05_03	Supplement	Table S5 part 3	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S05_03.tsv	df732e05ed546703ef90a70c13a27143d1668978572f912ab2934f340a6f4efe	PTPN22_HUMAN_GENETIC_ACTIVATION_Phase1_v1/03_primary/GSE94859_AF35_GENOTYPE_INTERACTION.tsv	482e02e4822cf53b85acaee71eef94bade01bb01962f6ce5a6294c8a6739ccdc	environment/; historical records only; complete locked environment unavailable	Figure 1 whole-tumor, perturbation and genetic estimates. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S05_04	Supplement	Table S5 part 4	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S05_04.tsv	4ab325bff4f89997a577ef2e923cd538cf5f8e3665098e5c2724480c7d402797	PTPN22_AF35_COUPLING_ARCHITECTURE_v1/03_primary/PTPN22_AF35_PATIENT_COUPLING_DECOMPOSITION.tsv	9304e6c0e09e82113aec38e501cd673fbbbf0c7859fab6b44e82eea8ebeee620	environment/; historical records only; complete locked environment unavailable	Figure 1 whole-tumor, perturbation and genetic estimates. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S05_05	Supplement	Table S5 part 5	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S05_05.tsv	3702296e74f808d729c0f96597f541dd6b0a5a2de726081607dcd0baee5642db	PTPN22_AF35_COUPLING_ARCHITECTURE_v1/07_robustness/PTPN22_AF35_TECHNICAL_SENSITIVITY.tsv	24eaecfa209ffb87ccababfbc9a308706eb8474b516977b001ff2643e1b8e4a1	environment/; historical records only; complete locked environment unavailable	Figure 1 whole-tumor, perturbation and genetic estimates. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S05_06	Supplement	Table S5 part 6	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S05_06.tsv	f5af9aa795236572f5fc2989b3f8681fb668738c60db02dbd4a1d1835216a732	PTPN22_AF35_COUPLING_ARCHITECTURE_v1/07_robustness/PTPN22_AF35_RARE_STATE_SENSITIVITY.tsv	a0d986348735093695610e6254c3a5d47e49b909ba6bfb15f8e91a16ad6d04ff	environment/; historical records only; complete locked environment unavailable	Figure 1 whole-tumor, perturbation and genetic estimates. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S05_07	Supplement	Table S5 part 7	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S05_07.tsv	280cdb57b09e90402e079da5419f68afd023660948d3e8c9a7d1f0ce31a735d7	PTPN22_AF35_PROGRAM_PERTURBATION_PROJECTION_v1/PTPN22_AF35_SYSTEM_PROGRAM_SHIFT.tsv	8fca0555b3392a3a5c2ad18651a03d26942e2033ab72f9092e9914aa5876a1d1	environment/; historical records only; complete locked environment unavailable	Figure 1 whole-tumor, perturbation and genetic estimates. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S05_08	Supplement	Table S5 part 8	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S05_08.tsv	f593481a143227b17cca3a7208bed7a383b16f9cfc12fdb004d1606370f9ffa5	PTPN22_AF35_PROGRAM_PERTURBATION_PROJECTION_v1/PTPN22_AF35_GENE_LEVEL_FROZEN_EFFECTS.tsv	7b1499bf19586de4d4c9e7ce493f1a546da0ab0ea0a4f2d6e51607b56b4a38c4	environment/; historical records only; complete locked environment unavailable	Figure 1 whole-tumor, perturbation and genetic estimates. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S05_09	Supplement	Table S5 part 9	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S05_09.tsv	b92b75a10398b9fed5f97d880f8c610d95fa7152fa80f1a15bcaea2ce51dc80a	PTPN22_STATE_AXIS_SPECIFICITY_v1/03_lineage/PTPN22_AF35_CD4_COUPLING_DECOMPOSITION.tsv	3fc74e313748440902f135fd911a43d08c5a464dd3f1f2eb993892fc4845c165	environment/; historical records only; complete locked environment unavailable	Figure 1 whole-tumor, perturbation and genetic estimates. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S05_10	Supplement	Table S5 part 10	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S05_10.tsv	58f7d84081d1acdc218545480013c1e292f073f3c99eadbd8ddeaa9135519b59	PTPN22_STATE_AXIS_SPECIFICITY_v1/03_lineage/PTPN22_AF35_CD8_COUPLING_DECOMPOSITION.tsv	3fca37504b3567ad579863f79d9db554e7372f0f435c7e9be760c19130b296d1	environment/; historical records only; complete locked environment unavailable	Figure 1 whole-tumor, perturbation and genetic estimates. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S05_11	Supplement	Table S5 part 11	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S05_11.tsv	d715805c4e44f396b043a9ae4358bcf09abba760718151e5e73dd018627454b4	PTPN22_STATE_AXIS_SPECIFICITY_v1/03_lineage/PTPN22_STATE_LINEAGE_MAP.tsv	0465a8e21a94ecb5091ef10930fe42285f6de16e24e3ab6f237b0e32b71b5016	environment/; historical records only; complete locked environment unavailable	Figure 1 whole-tumor, perturbation and genetic estimates. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S05_12	Supplement	Table S5 part 12	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S05_12.tsv	1d4cd25b122fbb293a07cc450185a9c1290d579f4ed4eb40713e698745ac5823	PTPN22_STATE_AXIS_SPECIFICITY_v1/05_loso/PTPN22_AF35_LOSO_BY_PATIENT.tsv	9a81e8494adadc1bf9009f452cfab8b0362f74be06d4c61934eb82d62b800764	environment/; historical records only; complete locked environment unavailable	Figure 1 whole-tumor, perturbation and genetic estimates. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S05_13	Supplement	Table S5 part 13	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S05_13.tsv	111f8f2bf943357b24e276a33bf455a3c684b61f7ee195d2b411801ecbb6af1e	PTPN22_STATE_AXIS_SPECIFICITY_v1/05_loso/PTPN22_AF35_LOSO_SUMMARY.tsv	8b15fb5f8dd0ca91ecbc4b75c5710a00a7155212c128812355447bb1ff81c2ae	environment/; historical records only; complete locked environment unavailable	Figure 1 whole-tumor, perturbation and genetic estimates. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S05_14	Supplement	Table S5 part 14	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S05_14.tsv	938c69d96bd30310b94064f823e986e545787bbcd1c4b8a7d21d6b03669c31c0	PTPN22_STATE_AXIS_SPECIFICITY_v1/06_contributions/PTPN22_AF35_STATE_BETWEEN_CONTRIBUTION.tsv	ff84d54ca72236d8ed57a2be5aefc48b2458cd131ea30722729e3a4e9f62eeee	environment/; historical records only; complete locked environment unavailable	Figure 1 whole-tumor, perturbation and genetic estimates. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S05_15	Supplement	Table S5 part 15	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S05_15.tsv	70f0aacf270f8e1f751fc236981e8e629483a2b339ad6075cb92fd5b0c11e7c7	PTPN22_STATE_AXIS_SPECIFICITY_v1/06_contributions/PTPN22_AF35_STATE_BETWEEN_CONTRIBUTION_SUMMARY.tsv	b36ab8d057b36483586d4b4a108854c0b31466e215565f1c40cbd5780aacfcd2	environment/; historical records only; complete locked environment unavailable	Figure 1 whole-tumor, perturbation and genetic estimates. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
